node_id,way_id,lat,lon
10284859769,1124683042,20.9967922,105.8663114
5283422436,1124683042,20.996791917142858,105.86634044571429
4889647795,1124683042,20.996791634285717,105.86636949142857
6444273635,1124683042,20.996791351428573,105.86639853714286
9244174432,1124683042,20.99679106857143,105.86642758285714
2866844513,1124683042,20.996790785714285,105.86645662857143
7116898454,1124683042,20.996790502857145,105.86648567428571
2187661859,1124683042,20.99679022,105.86651472
6338464716,1124683042,20.996789937142857,105.86654376571428
9297923745,1124683042,20.996789654285717,105.86657281142857
7357245583,1124683042,20.996789371428573,105.86660185714285
8917321276,1124683042,20.99678908857143,105.86663090285714
7339917114,1124683042,20.996788805714285,105.86665994857142
4552869366,1124683042,20.996788522857145,105.86668899428571
5643897437,1124683042,20.99678824,105.86671804
4195754379,1124683042,20.996787957142857,105.86674708571428
6732885116,1124683042,20.996787674285716,105.86677613142857
6846278467,1124683042,20.996787391428573,105.86680517714285
4455991648,1124683042,20.99678710857143,105.86683422285715
8666525956,1124683042,20.996786825714285,105.86686326857144
7825349477,1124683042,20.996786542857144,105.86689231428572
4449771166,1124683042,20.99678626,105.86692136
5533245128,1124683042,20.996785977142856,105.86695040571429
1833229894,1124683042,20.996785694285716,105.86697945142858
3636957671,1124683042,20.996785411428572,105.86700849714286
3477537811,1124683042,20.996785128571428,105.86703754285715
1752286634,1124683042,20.996784845714284,105.86706658857143
1628335465,1124683042,20.996784562857144,105.86709563428572
9959814335,1124683042,20.99678428,105.86712468
5232151419,1124683042,20.996783997142856,105.86715372571429
8347959323,1124683042,20.996783714285716,105.86718277142857
6537349479,1124683042,20.99678343142857,105.86721181714286
5441372398,1124683042,20.996783148571428,105.86724086285714
9193242779,1124683042,20.996782865714284,105.86726990857143
3713127967,1124683042,20.996782582857143,105.86729895428572
10284859770,1124683042,20.9967823,105.867328
10284859770,1124683042,20.9967823,105.867328
10284870855,1124683042,20.9967812,105.8673335
10284870855,1124683042,20.9967812,105.8673335
10284859771,1124683042,20.9967752,105.8673629
10284859771,1124683042,20.9967752,105.8673629
10284859772,1124683042,20.9967553,105.8673993
10284859772,1124683042,20.9967553,105.8673993
10284859773,1124683042,20.9967171,105.8674297
10284859773,1124683042,20.9967171,105.8674297
10284859774,1124683042,20.9966817,105.8674418
10284859774,1124683042,20.9966817,105.8674418
10284859775,1124683042,20.996642,105.8674464
10284859775,1124683042,20.996642,105.8674464
7966369361,1124683042,20.996613611111112,105.8674464
8392275342,1124683042,20.996585222222222,105.8674464
4759372599,1124683042,20.996556833333333,105.8674464
9877368546,1124683042,20.996528444444444,105.8674464
2178831247,1124683042,20.996500055555558,105.8674464
